ID_EQ_ESP;NOME;NOME_POPULAR;TIPO;TIPO_LOGRADOURO;LOGRADOURO;NUMERO;COMPLEMENTO;NOME_BAIRRO_POPULAR;REF_LOGRADOURO;GEOMETRIA;GESTOR_EQUIP_ESPORT;STATUS
2825;QUADRA DA PRAÇA CONFRADE CELIO SILVA;;QUADRA RECREATIVA;PRACA;CONFRADE CELIO SILVA;;;SANTA CECÍLIA;ESQUINA AVENIDA DOUTOR HANS PETER KIERNFF E RUA FLEMIDARK;POINT (601010.40 7788091.26);SMEL;ATIVO
2281;CAMPO DO JAQUELINE;CAMPO DA PRAÇA DE ESPORTES DO CONJUNTO UBIRAJARA;CAMPO DE FUTEBOL SOCIETY;PRACA;RONAN LASMAR;;;JAQUELINE;CONFLUÊNCIA RUAS ATANASIA DOS JARDINS E UM MIL CENTO E NOVENTA E CINCO;POINT (612458.60 7809999.99);SMEL;ATIVO
2282;QUADRA DA PRAÇA DE ESPORTES DO CONJUNTO UBIRAJARA;;QUADRA DE VÔLEI;PRACA;RONAN LASMAR;;;JAQUELINE;CONFLUÊNCIA RUAS ATANASIA DOS JARDINS E UM MIL CENTO E NOVENTA E CINCO;POINT (612457.80 7810054.17);SMEL;ATIVO
2283;ACADEMIA DA PRAÇA RONAN LASMAR;PRAÇA DE ESPORTES DO CONJUNTO UBIRAJARA;ACADEMIA A CÉU ABERTO;PRACA;RONAN LASMAR;;;JAQUELINE;CONFLUÊNCIA RUAS ATANASIA DOS JARDINS E UM MIL CENTO E NOVENTA E CINCO;POINT (612444.39 7810053.64);SMEL;ATIVO
1372;ACADEMIA DA PRAÇA EDNA HARRINGTON;;ACADEMIA A CÉU ABERTO;PRACA;EDNA HARRINGTON;;;RIO BRANCO;ESQUINA RUA IRMÃ FLORINDA DOS SANTOS;POINT (606315.65 7808460.43);SMEL;ATIVO
1392;ACADEMIA DA PRAÇA FLÁVIO DE ARAÚJO MOTTA;;ACADEMIA A CÉU ABERTO;PRACA;DA HIPICA;;;BANDEIRANTES;ENTRE AVENIDAS ANTÔNIO FRANCISCO LISBOA E ORSI CONCEIÇÃO MINAS;POINT (604524.62 7803980.34);SMEL;ATIVO
1461;ACADEMIA DA RUA RAMIRO SIQUEIRA;;ACADEMIA A CÉU ABERTO;RUA;RAMIRO SIQUEIRA;;;CONJUNTO TAQUARIL;ESQUINA RUA FILADÉLFIA;POINT (617740.20 7797215.83);SMEL;ATIVO
1477;ACADEMIA DA PRAÇA ADALMO PASSOS LOPES;;ACADEMIA A CÉU ABERTO;PRACA;ADALMO PASSOS LOPES;;;PINDORAMA;ESQUINA RUA ITAJAÍ;POINT (602668.88 7797962.88);SMEL;ATIVO
1553;ACADEMIA DA PRAÇA PADRE LAGE;;ACADEMIA A CÉU ABERTO;PRACA;PADRE LAGE;;;HELIÓPOLIS;ESQUINA RUA OLBIANO SAUSMIKAT;POINT (611316.0 7805381.0);SMEL;ATIVO
1678;ACADEMIA DA RUA DO BRÁS;;ACADEMIA A CÉU ABERTO;RUA;DO BRAS;;;VILA PIRATININGA;ESQUINA RUA OITO;POINT (599082.81 7789504.76);SMEL;ATIVO
1760;ACADEMIA DA PRAÇA JOSÉ MENDES JUNIOR;;ACADEMIA A CÉU ABERTO;PRACA;JOSE MENDES JUNIOR;;;SAVASSI;RUA DA BAHIA;POINT (610971.04 7795480.24);SMEL;ATIVO
1516;ACADEMIA DA RUA CACHOEIRINHA;;ACADEMIA A CÉU ABERTO;RUA;CACHOEIRINHA;;;SANTA CRUZ;ENTRE RUAS ESTÉR DE LIMA E SALITRE;POINT (610950.39 7801145.49);SMEL;ATIVO
1747;ACADEMIA DA PRAÇA ENGENHEIRO FRITZ VON-LEITGEB;;ACADEMIA A CÉU ABERTO;PRACA;ENGENHEIRO FRITZ VON-LEITGEB;;;SÃO GERALDO;ESQUINA RUAS COPEIA E ITAITUBA;POINT (614851.49 7799500.48);SMEL;ATIVO
1682;ACADEMIA DA PRAÇA DEPUTADO JOSÉ RAIMUNDO;;ACADEMIA A CÉU ABERTO;PRACA;DEPUTADO JOSE RAIMUNDO;;;TIROL;ESQUINA RUA ANTÔNIO HOLANDINO DE ARAÚJO;POINT (600880.74 7789599.41);SMEL;ATIVO
1580;ACADEMIA DA RUA ALCIDES LOBO;;ACADEMIA A CÉU ABERTO;RUA;ALCIDES LOBO;;;JOÃO PINHEIRO;ESQUINA AVENIDA VEREADOR CÍCERO ILDEFONSO;POINT (605276.0 7796034.0);SMEL;ATIVO
1550;ACADEMIA DA AVENIDA RISOLETA NEVES 1;ACADEMIA DA VIA 240 1;ACADEMIA A CÉU ABERTO;AVENIDA;RISOLETA NEVES;;;GUARANI;EM FRENTE AO CRAS NOVO AARÃO REIS;POINT (613548.0 7805178.0);SMEL;ATIVO
1632;ACADEMIA DA PRAÇA DOS COMPOSITORES;;ACADEMIA A CÉU ABERTO;PRACA;DOS COMPOSITORES;;;ALÍPIO DE MELO;ENTRE RUAS DOS ECONOMISTAS E DOS JORNALISTAS;POINT (604304.51 7800351.30);SMEL;ATIVO
1384;ACADEMIA DO MIRANTE SABIÁ;;ACADEMIA A CÉU ABERTO;AVENIDA;OTACILIO NEGRAO DE LIMA;;;LAGOA DA PAMPULHA;ESQUINA RUA ARNALDO CATHOUD;POINT (604811.90 7805246.25);SMEL;ATIVO
1388;ACADEMIA DO MIRANTE DO VERTEDOURO;;ACADEMIA A CÉU ABERTO;AVENIDA;OTACILIO NEGRAO DE LIMA;;;LAGOA DA PAMPULHA;ESQUINA AVENIDA DOM PEDRO I;POINT (608049.17 7805430.73);SMEL;ATIVO
1390;ACADEMIA DO MIRANTE BEM-TE-VI;;ACADEMIA A CÉU ABERTO;AVENIDA;OTACILIO NEGRAO DE LIMA;;;LAGOA DA PAMPULHA;ESQUINA RUA MONDOVI;POINT (605750.45 7804620.86);SMEL;ATIVO
1406;ACADEMIA DO MIRANTE BIGUÁ;;ACADEMIA A CÉU ABERTO;AVENIDA;OTACILIO NEGRAO DE LIMA;;;LAGOA DA PAMPULHA;ESQUINA RUA DAS GAROPAS;POINT (606821.40 7804862.72);SMEL;ATIVO
1385;ACADEMIA DO MIRANTE GARÇA;;ACADEMIA A CÉU ABERTO;AVENIDA;OTACILIO NEGRAO DE LIMA;;;LAGOA DA PAMPULHA;CERCA DE 7,4 KM A PARTIR DO MARCO ZERO;POINT (605867.27 7805355.18);SMEL;ATIVO
1363;ACADEMIA DA PRAÇA NAIR VILLELA RABELLO;;ACADEMIA A CÉU ABERTO;PRACA;NAIR VILLELA RABELLO;;;OURO PRETO;ENTRE AVENIDA SICÍLIA E RUA ESTANISLAU FERNANDES;POINT (605966.0 7802934.0);SMEL;ATIVO
1712;ACADEMIA DA PRAÇA PADRE ALFREDO SABETTA;;ACADEMIA A CÉU ABERTO;PRACA;PADRE ALFREDO SABETTA;;;SANTA HELENA;ESQUINA RUA MARIA AMÉLIA MELLO;POINT (603224.0 7789711.0);SMEL;ATIVO
1605;ACADEMIA DA PRAÇA MIRIAM BRANDÃO;;ACADEMIA A CÉU ABERTO;PRACA;MIRIAM BRANDAO;;;DONA CLARA;ENTRE RUAS HILDA DE CARVALHO GARCIA E JAIR DUTRA DE MORAES;POINT (611200.88 7803834.72);SMEL;ATIVO
1627;ACADEMIA DA PRAÇA ANCARA;;ACADEMIA A CÉU ABERTO;AVENIDA;VILARINHO;;;LETÍCIA;ESQUINA RUA REPUBLICA TCHECA;POINT (607305.89 7810011.81);SMEL;ATIVO
1403;ACADEMIA DA AVENIDA VILARINHO;;ACADEMIA A CÉU ABERTO;AVENIDA;VILARINHO;;;MANTIQUEIRA;ESQUINA RUA JOÃO FERREIRA DA SILVA;POINT (605836.03 7810079.45);SMEL;ATIVO
1771;ACADEMIA DA PRAÇA ISABEL BAGGIO GUIMARÃES;ACADEMIA DA PRAÇA CARIOCA;ACADEMIA A CÉU ABERTO;PRACA;ISABEL BAGGIO GUIMARAES;;;SION;ENTRE RUAS ENGENHEIRO CAETANO LOPES E NOVA ERA;POINT (612088.0 7792568.0);SMEL;ATIVO
2853;QUADRA DA PRAÇA FABRICIO SOARES DA SILVA;;QUADRA RECREATIVA;RUA;GUIDO LEAO;;;SERRA VERDE;PRACA FABRICIO SOARES DA SILVA;POINT (609633.42 7810830.56);SMEL;ATIVO
1652;ACADEMIA DA PRAÇA DA SERESTA;;ACADEMIA A CÉU ABERTO;PRACA;DA SERESTA;;;SANTA AMÉLIA;ENTRE RUAS MINUETO E MODINHA;POINT (607431.93 7806813.78);SMEL;ATIVO
2103;QUADRA DA PRAÇA DA SERESTA;;QUADRA DE FUTSAL;PRACA;DA SERESTA;;;SANTA AMÉLIA;ENTRE RUAS MINUETO E MODINHA;POINT (607415.53 7806801.45);SMEL;ATIVO
1607;ACADEMIA DA RUA MARIA DO ROSÁRIO;;ACADEMIA A CÉU ABERTO;RUA;MARIA DO ROSARIO;;;CABANA DO PAI TOMÁS;ESQUINA RUA MONSENHOR PAULO BRASIL;POINT (604816.67 7793725.74);SMEL;ATIVO
1717;ACADEMIA DA RUA PROFESSOR ANÍBAL MATTOS;;ACADEMIA A CÉU ABERTO;RUA;PROFESSOR ANIBAL MATTOS;;;ESTRELA;ESQUINA RUA MAR DE ESPANHA;POINT (610691.42 7793913.33);SMEL;ATIVO
1731;ACADEMIA DA PRAÇA REPÚBLICA DO LÍBANO;ACADEMIA DA BARRAGEM SANTA LÚCIA 1;ACADEMIA A CÉU ABERTO;PRACA;REPUBLICA DO LIBANO;;;SÃO BENTO;ENTRE AVENIDA ARTUR BERNARDES E RUA MICHEL JEHA;POINT (609995.0 7793296.0);SMEL;ATIVO
2706;QUADRA DA RUA JARDIM BAGDÁ;;QUADRA RECREATIVA;RUA;ADVANCE;;;RIBEIRO DE ABREU;ESQUINA DA RUA ADVANCE COM RUA JARDIM BAGDA;POINT (614910.54 7806241.07);SMEL;ATIVO
1471;ACADEMIA DA AVENIDA COUNTRY CLUBE DE BELO HORIZONTE;;ACADEMIA A CÉU ABERTO;AVENIDA;COUNTRY CLUB DE BELO HORIZONTE;;;PIRINEUS;ESQUINA RUA LUIZA MASCARENHAS;POINT (616606.37 7796436.32);SMEL;ATIVO
1764;ACADEMIA DA PRAÇA JARDIM DO ÉDEN;;ACADEMIA A CÉU ABERTO;PRACA;JARDIM DO EDEN;;;CASTANHEIRA;ENTRE RUAS CÁSSIA ELLER E JOÃO FIRMINO LUZIA;POINT (601083.07 7788575.20);SMEL;ATIVO
1520;ACADEMIA DA PRAÇA CARTUNISTA HENFIL;;ACADEMIA A CÉU ABERTO;PRACA;CARTUNISTA HENFIL;;;SANTA CRUZ;ESQUINA RUA ANTÔNIO CLEMENTE;POINT (610339.92 7802167.57);SMEL;ATIVO
2290;ACADEMIA DA PRAÇA DO CONSUL;ACADEMIA DA PRAÇA LAREIRA E MARIMBONDO;ACADEMIA A CÉU ABERTO;RUA;PROFESSOR AIMORE DUTRA;;;SÃO JOÃO BATISTA;ENTRE RUAS AUGUSTO FRANCO E DOUTOR ALVARO CAMARGOS;POINT (608862.11 7807581.69);SMEL;ATIVO
1641;ACADEMIA DO BECO PIATA;ACADEMIA  DA PRAÇA 4;ACADEMIA A CÉU ABERTO;RUA;TRINTA DE JUNHO;;;VILA ANTENA;PRÓXIMO AO BECO PIATA;POINT (608575.62 7793703.84);SMEL;ATIVO
1395;ACADEMIA DA PRAÇA ALEXANDRE MOTERANI;;ACADEMIA A CÉU ABERTO;PRACA;ALEXANDRE MOTERANI;;;SANTA TEREZINHA;ESQUINA COM RUA FLORENÇA;POINT (604393.22 7802813.44);SMEL;ATIVO
1536;ACADEMIA DA PRAÇA PADRE ALOÍSIO;;ACADEMIA A CÉU ABERTO;PRACA;PADRE ALOISIO;;;UNIÃO;ESQUINA RUAS CAMILO PRATES E WALLACE;POINT (612913.49 7801304.16);SMEL;ATIVO
1775;ACADEMIA DA PRAÇA TOM JOBIM;;ACADEMIA A CÉU ABERTO;PRACA;TOM JOBIM;;;BELVEDERE;ESQUINA RUA RODRIGO OTÁVIO COUTINHO;POINT (610989.61 7791012.91);SMEL;ATIVO
1625;ACADEMIA DA AVENIDA JOÃO PAULO I 1;;ACADEMIA A CÉU ABERTO;AVENIDA;JOAO PAULO I;;;ALÍPIO DE MELO;ESQUINA RUA DOS GEÓLOGOS;POINT (604450.88 7799499.42);SMEL;ATIVO
1391;ACADEMIA DA AVENIDA JOÃO PAULO I 2;;ACADEMIA A CÉU ABERTO;AVENIDA;JOAO PAULO I;;;ALÍPIO DE MELO;ESQUINA RUA DOS VETERINÁRIOS;POINT (603982.38 7800302.94);SMEL;ATIVO
1576;ACADEMIA DO PARQUE ECOLÓGICO E CULTURAL JARDIM DAS NASCENTES;;ACADEMIA A CÉU ABERTO;RUA;IPE CLARO;;;MADRI;ESQUINA RUA IPÊ DO CAMPO;POINT (611515.12 7808903.84);FPMZB-SMMA;ATIVO
2182;ACADEMIA DA PRAÇA ANTÔNIO FERNANDES DOS REIS (ACA ;;ACADEMIA A CÉU ABERTO;PRACA;ANTONIO FERNANDES DOS REIS;;;DOM BOSCO;ESQUINA AVENIDA IVAÍ E RUA ANDRELÂNDIA;POINT (604451.51 7797920.29);SMEL;ATIVO
1414;ACADEMIA DO PARQUE ECOLÓGICO E CULTURAL FERNANDO ROQUETTE REIS;;ACADEMIA A CÉU ABERTO;AVENIDA;MAGENTA;;;POUSADA SANTO ANTÔNIO;EM FRENTE AO CONDOMÍNIO RESIDENCIAL MONTE VERDE;POINT (616120.16 7803595.06);SMEL;ATIVO
1478;ACADEMIA DA PRAÇA PADRE HERMANO DONKER;;ACADEMIA A CÉU ABERTO;PRACA;PADRE HERMANO DONKER;;;PINDORAMA;RUA JACAREÍ;POINT (602380.85 7798041.31);SMEL;ATIVO
1535;ACADEMIA DA PRAÇA ANTÔNIO MACHADO;;ACADEMIA A CÉU ABERTO;PRACA;ANTONIO MACHADO;;;IPIRANGA;ESQUINA AVENIDA CRISTIANO MACHADO;POINT (612120.65 7801931.53);SMEL;ATIVO
1581;ACADEMIA DA RUA PROFESSORA MARIA COUTINHO;;ACADEMIA A CÉU ABERTO;RUA;PROFESSORA MARIA COUTINHO;;;JOÃO PINHEIRO;ESQUINA RUA FREI CRISTÓVÃO;POINT (605188.86 7795683.44);SMEL;ATIVO
1691;ACADEMIA DA RUA INTERSINDICAL;;ACADEMIA A CÉU ABERTO;RUA;INTERSINDICAL;;;FLÁVIO DE OLIVEIRA;ESQUINA RUA SOLIDARIEDADE;POINT (604356.39 7788130.72);SMEL;ATIVO
1457;ACADEMIA DA PRAÇA REPÚBLICA DO IRAQUE;;ACADEMIA A CÉU ABERTO;PRACA;REPUBLICA DO IRAQUE;;;SAGRADA FAMÍLIA;ENTRE AVENIDA JOSÉ CÂNDIDO DA SILVEIRA E RUA ALTO DA MATA;POINT (612941.0 7799972.0);SMEL;ATIVO
1602;ACADEMIA DO CAMPO DO LAJEDO;;ACADEMIA A CÉU ABERTO;AVENIDA;DESEMBARGADOR CANDIDO DE OLIVEIRA;;;LAJEDO;ESQUINA RUA PINTOR VAN GOGH;POINT (613913.18 7806616.56);SMEL;ATIVO
2221;ACADEMIA DA RUA FLOR DE LIZ;;ACADEMIA A CÉU ABERTO;RUA;FLOR DE LIZ;;;JARDIM MONTANHÊS;ESQUINA AVENIDA PANDIA CALOGERAS;POINT (606508.88 7798942.23);SMEL;ATIVO
1262;QUADRA DO PARQUE JARDIM MONTANHÊS;;QUADRA DE FUTSAL;RUA;FLOR DA VERDADE;;;VILA JARDIM MONTANHÊS;PRAÇA QUATRO MIL CENTO E CINQUENTA E OITO;POINT (606313.26 7799428.21);FPMZB-SMMA;ATIVO
1456;ACADEMIA DA PRAÇA TÚNEL DA LAGOINHA;;ACADEMIA A CÉU ABERTO;PRACA;TUNEL DA ALAGOINHA;;;COLÉGIO BATISTA;INÍCIO DA RUA SABARÁ;POINT (611166.0 7798150.0);SMEL;ATIVO
1423;ACADEMIA DO RIBEIRO DE ABREU;;ACADEMIA A CÉU ABERTO;PRACA;QUATRO MIL TREZENTOS E QUARENTA E UM;;;RIBEIRO DE ABREU;EM FRENTE À ESCOLA ESTADUAL BOLIVAR TINOCO MINEIRO;POINT (614525.44 7806424.77);SMEL;ATIVO
1744;ACADEMIA DA RUA ITAITE;;ACADEMIA A CÉU ABERTO;RUA;ITAITE;;;VILA BOA VISTA;ENTRE RUAS COPEIA E TUCUMAN;POINT (615793.98 7799713.68);SMEL;ATIVO
1574;ACADEMIA DA PRAÇA GABRIEL CIPRIANO DA CRUZ;ACADEMIA DA PRAÇA DO CAMPO NÁPOLI;ACADEMIA A CÉU ABERTO;PRACA;GABRIEL CIPRIANO DA CRUZ;;;NOVO TUPI;ESQUINA RUAS CINCO E SEIS;POINT (613998.0 7805791.82);SMEL;ATIVO
1735;ACADEMIA DA PRAÇA PARAISÓPOLIS;;ACADEMIA A CÉU ABERTO;PRACA;PARAISOPOLIS;;;HORTO;ENTRE AVENIDA SILVIANO BRANDÃO E RUA POUSO ALEGRE;POINT (613617.32 7798207.77);SMEL;ATIVO
1736;ACADEMIA DO CENTRO ESPORTIVO VEREADOR ANTÔNIO DE MENEZES;PRAÇA BRASILINA;ACADEMIA A CÉU ABERTO;PRACA;BRASILINA;;;SAGRADA FAMÍLIA;ENTRE RUAS CABROBÓ E JOÃO DE PAULA;POINT (613199.98 7799197.13);SMEL;ATIVO
1575;ACADEMIA DA PRAÇA DA RUA CHEFLERA;;ACADEMIA A CÉU ABERTO;PRACA;QUATRO MIL QUINHENTOS E SESSENTA E SEIS;;;JAQUELINE;ESQUINA RUAS CHEFLERA E ISABEL RASO;POINT (611667.80 7809310.75);SMEL;ATIVO
1711;ACADEMIA DA PRAÇA GRAÇA TEIXEIRA CASSINO;;ACADEMIA A CÉU ABERTO;PRACA;GRACA TEIXEIRA CASSINO;;;DIAMANTE;ESQUINA RUAS EUNICE LUCCHESI E SOUZA DANTAS;POINT (602006.38 7789959.25);SMEL;ATIVO
1701;ACADEMIA DA RUA JOSÉ GONÇALVES;ACADEMIA DA PRAÇA SANTA MARGARIDA;ACADEMIA A CÉU ABERTO;PRACA;QUATRO MIL TREZENTOS E DOIS;;;SANTA MARGARIDA;ESQUINA RUAS ÁLVARO DA SILVEIRA E JOSÉ GONÇALVES;POINT (602199.75 7791181.26);SMEL;ATIVO
1422;ACADEMIA DA PRAÇA DA RUA SÃO RÔMULO;;ACADEMIA A CÉU ABERTO;PRACA;QUATRO MIL TREZENTOS E VINTE E OITO;;;BEIRA-LINHA;ESQUINA RUAS SÃO RÔMULO E SÃO TEÓFILO;POINT (616373.52 7806600.66);SMEL;ATIVO
1509;ACADEMIA DA RUA ZAIRA DE PAULA;ACADEMIA DA PRAÇA SANTA PAULINA;ACADEMIA A CÉU ABERTO;PRACA;QUATRO MIL DUZENTOS E OITENTA E NOVE;;;SILVEIRA;ESQUINA RUAS CARLOS TURNER E ZAIRA DE PAULA;POINT (611976.84 7800292.63);SMEL;ATIVO
1621;ACADEMIA DA RUA RADIALISTA JUSCELINO SOUZA;;ACADEMIA A CÉU ABERTO;PRACA;QUATRO MIL TREZENTOS E VINTE E SEIS;;;CÉU AZUL;ENTRE RUAS RADIALISTA JUSCELINO SOUZA E RADIALISTA MARGARIDA MACIEL;POINT (603969.35 7808521.96);SMEL;ATIVO
1730;ACADEMIA DA RUA GERALDINO LOPES;;ACADEMIA A CÉU ABERTO;RUA;GERALDINO LOPES;;;NOSSA SENHORA DA CONCEIÇÃO;ESQUINA BECO DO BAIXINHO;POINT (613454.59 7795259.90);SMEL;ATIVO
1646;ACADEMIA DA PRAÇA PARQUE DOIS;;ACADEMIA A CÉU ABERTO;PRACA;PARQUE DOIS;;;LEONINA;ENTRE BECOS SAO SEBASTIAO E VILA VERDE;POINT (608586.0 7793306.0);SMEL;ATIVO
1700;ACADEMIA DO BECO DA SOPA;;ACADEMIA A CÉU ABERTO;PRACA;NEY FRANCISCO DO VALE;;;BERNADETE;ESQUINA RUAS F E QUATORZE;POINT (606197.31 7789758.01);SMEL;ATIVO
1608;ACADEMIA DA PRAÇA LUCÍLIO RIBEIRO;;ACADEMIA A CÉU ABERTO;PRACA;LUCILIO RIBEIRO;;;ALÍPIO DE MELO;ESQUINA RUAS LEONIL PRATA E JAUÁ;POINT (604056.37 7799644.74);SMEL;ATIVO
2745;QUADRA DO BECO FLOR DE PRÍMULA;;QUADRA RECREATIVA;BECO;FLOR DE PRIMULA;;;PINDORAMA;EM FRENTE A PRACA TRES;POINT (602470.85 7797215.37);SMEL;ATIVO
2382;QUADRA DA PRAÇA CINCO MIL E TRINTA E QUATRO;QUADRA POLIESPORTIVA DA VILA SÃO JOSÉ - QUADRA DA PRAÇA ALVARO FRANCISCO;QUADRA POLIESPORTIVA;PRACA;CINCO MIL E TRINTA E QUATRO;;;JARDIM SÃO JOSÉ;ESQUINA AVENIDA JOÃO XXIII E RUA ANTONIETA MARIA DE JESUS;POINT (605259.36 7799117.03);SMEL;ATIVO
